"Position","Verb","Form","Front","Back"
"31","tenere","Congiuntivo Imperfetto","loro(m) tengono -> (che) Imperfetto","che loro(m) tenessero"
"31","tenere","Congiuntivo Imperfetto","loro(f) tengono -> (che) Imperfetto","che loro(f) tenessero"
"31","tenere","Condizionale Presente","io tengo -> (se) Presente","io terrei"
"31","tenere","Condizionale Presente","tu tieni -> (se) Presente","tu terresti"
"31","tenere","Condizionale Presente","lui tiene -> (se) Presente","lui terrebbe"
"31","tenere","Condizionale Presente","lei tiene -> (se) Presente","lei terrebbe"
"31","tenere","Condizionale Presente","noi teniamo -> (se) Presente","noi terremmo"
"31","tenere","Condizionale Presente","voi tenete -> (se) Presente","voi terreste"
"31","tenere","Condizionale Presente","loro(m) tengono -> (se) Presente","loro(m) terrebbero"
"31","tenere","Condizionale Presente","loro(f) tengono -> (se) Presente","loro(f) terrebbero"
"31","tenere","Condizionale Passato","io tengo -> (se) Passato","io avrei tenuto"
"31","tenere","Condizionale Passato","tu tieni -> (se) Passato","tu avresti tenuto"
"31","tenere","Condizionale Passato","lui tiene -> (se) Passato","lui avrebbe tenuto"
"31","tenere","Condizionale Passato","lei tiene -> (se) Passato","lei avrebbe tenuto"
"31","tenere","Condizionale Passato","noi teniamo -> (se) Passato","noi avremmo tenuto"
"31","tenere","Condizionale Passato","voi tenete -> (se) Passato","voi avreste tenuto"
"31","tenere","Condizionale Passato","loro(m) tengono -> (se) Passato","loro(m) avrebbero tenuto"
"31","tenere","Condizionale Passato","loro(f) tengono -> (se) Passato","loro(f) avrebbero tenuto"
"32","uscire","Imperfetto","io esco -> Imperfetto","io uscivo"
"32","uscire","Imperfetto","tu esci -> Imperfetto","tu uscivi"
"32","uscire","Imperfetto","lui esce -> Imperfetto","lui usciva"
"32","uscire","Imperfetto","lei esce -> Imperfetto","lei usciva"
"32","uscire","Imperfetto","noi usciamo -> Imperfetto","noi uscivamo"
"32","uscire","Imperfetto","voi uscite -> Imperfetto","voi uscivate"
"32","uscire","Imperfetto","loro(m) escono -> Imperfetto","loro(m) uscivano"
"32","uscire","Imperfetto","loro(f) escono -> Imperfetto","loro(f) uscivano"
"32","uscire","Passato remoto","io esco -> Passato Remoto","io uscii"
"32","uscire","Passato remoto","tu esci -> Passato Remoto","tu uscisti"
"32","uscire","Passato remoto","lui esce -> Passato Remoto","lui uscì"
"32","uscire","Passato remoto","lei esce -> Passato Remoto","lei uscì"
"32","uscire","Passato remoto","noi usciamo -> Passato Remoto","noi uscimmo"
"32","uscire","Passato remoto","voi uscite -> Passato Remoto","voi usciste"
"32","uscire","Passato remoto","loro(m) escono -> Passato Remoto","loro(m) uscirono"
"32","uscire","Passato remoto","loro(f) escono -> Passato Remoto","loro(f) uscirono"
"32","uscire","Futuro semplice","io esco -> Futuro","io uscirò"
"32","uscire","Futuro semplice","tu esci -> Futuro","tu uscirai"
"32","uscire","Futuro semplice","lui esce -> Futuro","lui uscirà"
"32","uscire","Futuro semplice","lei esce -> Futuro","lei uscirà"
"32","uscire","Futuro semplice","noi usciamo -> Futuro","noi usciremo"
"32","uscire","Futuro semplice","voi uscite -> Futuro","voi uscirete"
"32","uscire","Futuro semplice","loro(m) escono -> Futuro","loro(m) usciranno"
"32","uscire","Futuro semplice","loro(f) escono -> Futuro","loro(f) usciranno"
"32","uscire","Passato prossimo","io esco -> Perfetto","io sono uscito"
"32","uscire","Passato prossimo","tu esci -> Perfetto","tu sei uscito"
"32","uscire","Passato prossimo","lui esce -> Perfetto","lui è uscito"
"32","uscire","Passato prossimo","lei esce -> Perfetto","lei è uscita"
"32","uscire","Passato prossimo","noi usciamo -> Perfetto","noi siamo usciti"
"32","uscire","Passato prossimo","voi uscite -> Perfetto","voi siete usciti"
"32","uscire","Passato prossimo","loro(m) escono -> Perfetto","loro sono usciti"
"32","uscire","Passato prossimo","loro(f) escono -> Perfetto","loro sono uscite"
"32","uscire","Trapassato prossimo","io esco -> Trapassato Prossimo","io ero uscito"
"32","uscire","Trapassato prossimo","tu esci -> Trapassato Prossimo","tu eri uscito"
"32","uscire","Trapassato prossimo","lui esce -> Trapassato Prossimo","lui era uscito"
"32","uscire","Trapassato prossimo","lei esce -> Trapassato Prossimo","lei era uscita"
"32","uscire","Trapassato prossimo","noi usciamo -> Trapassato Prossimo","noi eravamo usciti"
"32","uscire","Trapassato prossimo","voi uscite -> Trapassato Prossimo","voi eravate usciti"
"32","uscire","Trapassato prossimo","loro(m) escono -> Trapassato Prossimo","loro erano usciti"
"32","uscire","Trapassato prossimo","loro(f) escono -> Trapassato Prossimo","loro erano uscite"
"32","uscire","Futuro anteriore","io esco -> Futuro Anteriore","io sarò uscito"
"32","uscire","Futuro anteriore","tu esci -> Futuro Anteriore","tu sarai uscito"
"32","uscire","Futuro anteriore","lui esce -> Futuro Anteriore","lui sarà uscito"
"32","uscire","Futuro anteriore","lei esce -> Futuro Anteriore","lei sarà uscita"
"32","uscire","Futuro anteriore","noi usciamo -> Futuro Anteriore","noi saremo usciti"
"32","uscire","Futuro anteriore","voi uscite -> Futuro Anteriore","voi sarete usciti"
"32","uscire","Futuro anteriore","loro(m) escono -> Futuro Anteriore","loro saranno usciti"
"32","uscire","Futuro anteriore","loro(f) escono -> Futuro Anteriore","loro saranno uscite"
"32","uscire","Congiuntivo Presente","io esco -> (che) Presente","che io esca"
"32","uscire","Congiuntivo Presente","tu esci -> (che) Presente","che tu esca"
"32","uscire","Congiuntivo Presente","lui esce -> (che) Presente","che lui esca"
"32","uscire","Congiuntivo Presente","lei esce -> (che) Presente","che lei esca"
"32","uscire","Congiuntivo Presente","noi usciamo -> (che) Presente","che noi usciamo"
"32","uscire","Congiuntivo Presente","voi uscite -> (che) Presente","che voi usciate"
"32","uscire","Congiuntivo Presente","loro(m) escono -> (che) Presente","che loro(m) escano"
"32","uscire","Congiuntivo Presente","loro(f) escono -> (che) Presente","che loro(f) escano"
"32","uscire","Congiuntivo Passato","io esco -> (che) Perfettoal","che io sia uscito"
"32","uscire","Congiuntivo Passato","tu esci -> (che) Perfettoal","che tu sia uscito"
"32","uscire","Congiuntivo Passato","lui esce -> (che) Perfettoal","che lui sia uscito"
"32","uscire","Congiuntivo Passato","lei esce -> (che) Perfettoal","che lei sia uscita"
"32","uscire","Congiuntivo Passato","noi usciamo -> (che) Perfettoal","che noi siamo usciti"
"32","uscire","Congiuntivo Passato","voi uscite -> (che) Perfettoal","che voi siate usciti"
"32","uscire","Congiuntivo Passato","loro(m) escono -> (che) Perfettoal","che loro siano usciti"
"32","uscire","Congiuntivo Passato","loro(f) escono -> (che) Perfettoal","che loro siano uscite"
"32","uscire","Congiuntivo Trapassato","io esco -> (che) Trapassato","che io fossi uscito"
"32","uscire","Congiuntivo Trapassato","tu esci -> (che) Trapassato","che tu fossi uscito"
"32","uscire","Congiuntivo Trapassato","lui esce -> (che) Trapassato","che lui fosse uscito"
"32","uscire","Congiuntivo Trapassato","lei esce -> (che) Trapassato","che lei fosse uscita"
"32","uscire","Congiuntivo Trapassato","noi usciamo -> (che) Trapassato","che noi fossimo usciti"
"32","uscire","Congiuntivo Trapassato","voi uscite -> (che) Trapassato","che voi foste usciti"
"32","uscire","Congiuntivo Trapassato","loro(m) escono -> (che) Trapassato","che loro fossero usciti"
"32","uscire","Congiuntivo Trapassato","loro(f) escono -> (che) Trapassato","che loro fossero uscite"
"32","uscire","Congiuntivo Imperfetto","io esco -> (che) Imperfetto","che io uscissi"
"32","uscire","Congiuntivo Imperfetto","tu esci -> (che) Imperfetto","che tu uscissi"
"32","uscire","Congiuntivo Imperfetto","lui esce -> (che) Imperfetto","che lui uscisse"
"32","uscire","Congiuntivo Imperfetto","lei esce -> (che) Imperfetto","che lei uscisse"
"32","uscire","Congiuntivo Imperfetto","noi usciamo -> (che) Imperfetto","che noi uscissimo"
"32","uscire","Congiuntivo Imperfetto","voi uscite -> (che) Imperfetto","che voi usciste"
"32","uscire","Congiuntivo Imperfetto","loro(m) escono -> (che) Imperfetto","che loro(m) uscissero"
"32","uscire","Congiuntivo Imperfetto","loro(f) escono -> (che) Imperfetto","che loro(f) uscissero"
"32","uscire","Condizionale Presente","io esco -> (se) Presente","io uscirei"
"32","uscire","Condizionale Presente","tu esci -> (se) Presente","tu usciresti"
"32","uscire","Condizionale Presente","lui esce -> (se) Presente","lui uscirebbe"
"32","uscire","Condizionale Presente","lei esce -> (se) Presente","lei uscirebbe"
"32","uscire","Condizionale Presente","noi usciamo -> (se) Presente","noi usciremmo"
"32","uscire","Condizionale Presente","voi uscite -> (se) Presente","voi uscireste"
"32","uscire","Condizionale Presente","loro(m) escono -> (se) Presente","loro(m) uscirebbero"
"32","uscire","Condizionale Presente","loro(f) escono -> (se) Presente","loro(f) uscirebbero"
"32","uscire","Condizionale Passato","io esco -> (se) Passato","io sarei uscito"
"32","uscire","Condizionale Passato","tu esci -> (se) Passato","tu saresti uscito"
"32","uscire","Condizionale Passato","lui esce -> (se) Passato","lui sarebbe uscito"
"32","uscire","Condizionale Passato","lei esce -> (se) Passato","lei sarebbe uscita"
"32","uscire","Condizionale Passato","noi usciamo -> (se) Passato","noi saremmo usciti"
"32","uscire","Condizionale Passato","voi uscite -> (se) Passato","voi sareste usciti"
"32","uscire","Condizionale Passato","loro(m) escono -> (se) Passato","loro sarebbero usciti"
"32","uscire","Condizionale Passato","loro(f) escono -> (se) Passato","loro sarebbero uscite"
"33","vedere","Imperfetto","io vedo/eggo -> Imperfetto","io vedevo"
"33","vedere","Imperfetto","tu vedi -> Imperfetto","tu vedevi"
"33","vedere","Imperfetto","lui vede -> Imperfetto","lui vedeva"
"33","vedere","Imperfetto","lei vede -> Imperfetto","lei vedeva"
"33","vedere","Imperfetto","noi vediamo -> Imperfetto","noi vedevamo"
"33","vedere","Imperfetto","voi vedete -> Imperfetto","voi vedevate"
"33","vedere","Imperfetto","loro(m) vedono/eggono -> Imperfetto","loro(m) vedevano"
"33","vedere","Imperfetto","loro(f) vedono/eggono -> Imperfetto","loro(f) vedevano"
"33","vedere","Passato remoto","io vedo/eggo -> Passato Remoto","io vidi"
"33","vedere","Passato remoto","tu vedi -> Passato Remoto","tu vedesti"
"33","vedere","Passato remoto","lui vede -> Passato Remoto","lui vide"
"33","vedere","Passato remoto","lei vede -> Passato Remoto","lei vide"
"33","vedere","Passato remoto","noi vediamo -> Passato Remoto","noi vedemmo"
"33","vedere","Passato remoto","voi vedete -> Passato Remoto","voi vedeste"
"33","vedere","Passato remoto","loro(m) vedono/eggono -> Passato Remoto","loro(m) videro"
"33","vedere","Passato remoto","loro(f) vedono/eggono -> Passato Remoto","loro(f) videro"
"33","vedere","Futuro semplice","io vedo/eggo -> Futuro","io vedrò"
"33","vedere","Futuro semplice","tu vedi -> Futuro","tu vedrai"
"33","vedere","Futuro semplice","lui vede -> Futuro","lui vedrà"
"33","vedere","Futuro semplice","lei vede -> Futuro","lei vedrà"
"33","vedere","Futuro semplice","noi vediamo -> Futuro","noi vedremo"
"33","vedere","Futuro semplice","voi vedete -> Futuro","voi vedrete"
"33","vedere","Futuro semplice","loro(m) vedono/eggono -> Futuro","loro(m) vedranno"
"33","vedere","Futuro semplice","loro(f) vedono/eggono -> Futuro","loro(f) vedranno"
"33","vedere","Passato prossimo","io vedo/eggo -> Perfetto","io ho visto/eduto"
"33","vedere","Passato prossimo","tu vedi -> Perfetto","tu hai visto/eduto"
"33","vedere","Passato prossimo","lui vede -> Perfetto","lui ha visto/eduto"
"33","vedere","Passato prossimo","lei vede -> Perfetto","lei ha visto/eduto"
"33","vedere","Passato prossimo","noi vediamo -> Perfetto","noi abbiamo visto/eduto"
"33","vedere","Passato prossimo","voi vedete -> Perfetto","voi avete visto/eduto"
"33","vedere","Passato prossimo","loro(m) vedono/eggono -> Perfetto","loro(m) hanno visto/eduto"
"33","vedere","Passato prossimo","loro(f) vedono/eggono -> Perfetto","loro(f) hanno visto/eduto"
"33","vedere","Trapassato prossimo","io vedo/eggo -> Trapassato Prossimo","io avevo visto/eduto"
"33","vedere","Trapassato prossimo","tu vedi -> Trapassato Prossimo","tu avevi visto/eduto"
"33","vedere","Trapassato prossimo","lui vede -> Trapassato Prossimo","lui aveva visto/eduto"
"33","vedere","Trapassato prossimo","lei vede -> Trapassato Prossimo","lei aveva visto/eduto"
"33","vedere","Trapassato prossimo","noi vediamo -> Trapassato Prossimo","noi avevamo visto/eduto"
"33","vedere","Trapassato prossimo","voi vedete -> Trapassato Prossimo","voi avevate visto/eduto"
"33","vedere","Trapassato prossimo","loro(m) vedono/eggono -> Trapassato Prossimo","loro(m) avevano visto/eduto"
"33","vedere","Trapassato prossimo","loro(f) vedono/eggono -> Trapassato Prossimo","loro(f) avevano visto/eduto"
"33","vedere","Futuro anteriore","io vedo/eggo -> Futuro Anteriore","io avrò visto/eduto"
"33","vedere","Futuro anteriore","tu vedi -> Futuro Anteriore","tu avrai visto/eduto"
"33","vedere","Futuro anteriore","lui vede -> Futuro Anteriore","lui avrà visto/eduto"
"33","vedere","Futuro anteriore","lei vede -> Futuro Anteriore","lei avrà visto/eduto"
"33","vedere","Futuro anteriore","noi vediamo -> Futuro Anteriore","noi avremo visto/eduto"
"33","vedere","Futuro anteriore","voi vedete -> Futuro Anteriore","voi avrete visto/eduto"
"33","vedere","Futuro anteriore","loro(m) vedono/eggono -> Futuro Anteriore","loro(m) avranno visto/eduto"
"33","vedere","Futuro anteriore","loro(f) vedono/eggono -> Futuro Anteriore","loro(f) avranno visto/eduto"
"33","vedere","Congiuntivo Presente","io vedo/eggo -> (che) Presente","che io veda/egga"
"33","vedere","Congiuntivo Presente","tu vedi -> (che) Presente","che tu veda/egga"
"33","vedere","Congiuntivo Presente","lui vede -> (che) Presente","che lui veda/egga"
"33","vedere","Congiuntivo Presente","lei vede -> (che) Presente","che lei veda/egga"
"33","vedere","Congiuntivo Presente","noi vediamo -> (che) Presente","che noi vediamo"
"33","vedere","Congiuntivo Presente","voi vedete -> (che) Presente","che voi vediate"
"33","vedere","Congiuntivo Presente","loro(m) vedono/eggono -> (che) Presente","che loro(m) vedano/eggano"
"33","vedere","Congiuntivo Presente","loro(f) vedono/eggono -> (che) Presente","che loro(f) vedano/eggano"
"33","vedere","Congiuntivo Passato","io vedo/eggo -> (che) Perfettoal","che io abbia visto/eduto"
"33","vedere","Congiuntivo Passato","tu vedi -> (che) Perfettoal","che tu abbia visto/eduto"
"33","vedere","Congiuntivo Passato","lui vede -> (che) Perfettoal","che lui abbia visto/eduto"
"33","vedere","Congiuntivo Passato","lei vede -> (che) Perfettoal","che lei abbia visto/eduto"
"33","vedere","Congiuntivo Passato","noi vediamo -> (che) Perfettoal","che noi abbiamo visto/eduto"
"33","vedere","Congiuntivo Passato","voi vedete -> (che) Perfettoal","che voi abbiate visto/eduto"
"33","vedere","Congiuntivo Passato","loro(m) vedono/eggono -> (che) Perfettoal","che loro(m) abbiano visto/eduto"
"33","vedere","Congiuntivo Passato","loro(f) vedono/eggono -> (che) Perfettoal","che loro(f) abbiano visto/eduto"
"33","vedere","Congiuntivo Trapassato","io vedo/eggo -> (che) Trapassato","che io avessi visto/eduto"
"33","vedere","Congiuntivo Trapassato","tu vedi -> (che) Trapassato","che tu avessi visto/eduto"
"33","vedere","Congiuntivo Trapassato","lui vede -> (che) Trapassato","che lui avesse visto/eduto"
"33","vedere","Congiuntivo Trapassato","lei vede -> (che) Trapassato","che lei avesse visto/eduto"
"33","vedere","Congiuntivo Trapassato","noi vediamo -> (che) Trapassato","che noi avessimo visto/eduto"
"33","vedere","Congiuntivo Trapassato","voi vedete -> (che) Trapassato","che voi aveste visto/eduto"
"33","vedere","Congiuntivo Trapassato","loro(m) vedono/eggono -> (che) Trapassato","che loro(m) avessero visto/eduto"
"33","vedere","Congiuntivo Trapassato","loro(f) vedono/eggono -> (che) Trapassato","che loro(f) avessero visto/eduto"
"33","vedere","Congiuntivo Imperfetto","io vedo/eggo -> (che) Imperfetto","che io vedessi"
"33","vedere","Congiuntivo Imperfetto","tu vedi -> (che) Imperfetto","che tu vedessi"
"33","vedere","Congiuntivo Imperfetto","lui vede -> (che) Imperfetto","che lui vedesse"
"33","vedere","Congiuntivo Imperfetto","lei vede -> (che) Imperfetto","che lei vedesse"
"33","vedere","Congiuntivo Imperfetto","noi vediamo -> (che) Imperfetto","che noi vedessimo"
"33","vedere","Congiuntivo Imperfetto","voi vedete -> (che) Imperfetto","che voi vedeste"
